car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",1.3742926629562835,103.89581761240308,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HG68,BLK 838A HOUGANG CENTRAL,1.3699244511698179,103.89183951666408,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
HG69,BLK 850A HOUGANG CENTRAL,1.3699807423866348,103.8929697698494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.00,N
HG7,BLK 109-127 HOUGANG AVENUE 1,1.3536529994553788,103.88780296833448,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HG70,BLK 567A HOUGANG STREET 51,1.3789735671373302,103.88850841193016,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
HG71,BLK 574A HOUGANG STREET 51,1.3777026962814964,103.88637393238078,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
HG72,BLK 576A HOUGANG AVENUE 4,1.3786242831960847,103.88591137264302,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG73,BLK 909A HOUGANG STREET 91,1.3783044546256256,103.88355145011192,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG74,BLK 166A HOUGANG AVENUE 1,1.3508201907160524,103.88807050800904,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG75,BLK 172A HOUGANG AVENUE 1,1.3505915942279874,103.88899792755912,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG76,BLK 159A HOUGANG STREET 11,1.3518113670729834,103.87947328009963,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
HG77,BLK 919A HOUGANG AVENUE 4,1.3754541941864598,103.88424412307084,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
HG78,BLK 925A HOUGANG STREET 91,1.3767756461828884,103.88326593439805,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
HG79,BLK 931A HOUGANG STREET 91,1.3760480717091108,103.880491342577,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N
HG80,BLK 941A HOUGANG STREET 92,1.3741901308817597,103.87906751297763,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG81,DEFU LANE 1,1.3609273751541533,103.89931294379454,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
HG82,DEFU LANE 2,1.3603688388032844,103.90256661623917,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
HG83,DEFU LANE 3,1.3584059128852353,103.90206222069168,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
HG84,DEFU LANE 5,1.3596146600463748,103.89836579892827,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
HG85,DEFU LANE 6,1.3602594484013928,103.89947196557732,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
HG86,BLK 946A HOUGANG STREET 92,1.374661406137119,103.8805280390918,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG87,BLK 955A HOUGANG AVENUE 9,1.3759209282630822,103.87786319567921,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG88,BLK 699D HOUGANG STREET 52,1.376042822392528,103.88858974438214,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG89,BLK 435A HOUGANG AVE 8,1.3778423903615684,103.89402902276245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG9,BLK 201-204 HOUGANG STREET 21,1.3589105329110425,103.88451989671114,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.50,N
HG9T,BLK 206 HOUGANG ST 21,1.3586483875723934,103.88523865940695,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HG90,BLK 966A HOUGANG AVENUE 9,1.3778814205799572,103.87784351376946,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG91,BLK 971A HOUGANG STREET 91,1.378017495945134,103.88022012092752,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG92,BLK 373A HOUGANG STREET 31,1.3622672179706894,103.89007015976657,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG93,BLK 980 BUANGKOK CRESCENT,1.3799782132036214,103.88011750262257,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG94,BLK 984 BUANGKOK LINK,1.3815610022490354,103.88064778773821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
HG95,BLK 105 HOUGANG AVENUE 1,1.3539778672243796,103.8901001842713,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
HG96,BLK 108 HOUGANG AVE 1,1.352681252204617,103.88976906939104,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
HG97,BLK 804 HOUGANG AVE 10,1.3712221378751506,103.89475741107438,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
HG98,BLK 988 BUANGKOK GREEN,1.3799740663044293,103.87769855426524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HG99,BLK 174A-174D HOUGANG AVENUE 1,1.349434698985581,103.8890479251156,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.00,N
HLM,BLK 533A HONG LIM MSCP,1.2847577556273693,103.84549081920295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.90,N
HRM,BLK 96 HENDERSON ROAD,1.287520865220459,103.82135593247592,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
HR1,BLK 1-3 HAIG RD,1.3114626354713723,103.89754544969966,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HR2,BLK 4-6 HAIG RD,1.3126324573562926,103.89702870875655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HR3,BLK 7 TO 9 HAIG RD,1.3139801309430952,103.89638765571095,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HR4,BLK 10 TO 14 HAIG RD,1.3146924061758276,103.89600138706221,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
HR5,BLK 21 TO 23 HAIG RD,1.3130186460519353,103.89509932335754,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
HVM,BLK 51 HAVELOCK ROAD,1.289869482205703,103.82771837120629,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
H11,BLK 34 JALAN BUKIT HO SWEE,1.2874382910308582,103.82784153679307,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
H12,BLK 1/5 DELTA AVE,1.2919937730661062,103.82740904968816,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
H14,BLK 96 HAVELOCK ROAD MSCP,1.288511700181495,103.832465211569,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.90,N
H15,BLK 568 GANGES AVENUE,1.290186532294104,103.83092421133261,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
H17,BLK 28A BEO CRESCENT,1.2881678575922197,103.82785710514734,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.00,N
H18,BLK 44A HAVELOCK ROAD,1.2889897405337594,103.8269788153763,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
H3,BLK 87 ZION RD,1.2910086868911086,103.83251535744479,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.40,N
H3BL,"BLK 991A TO 991B,992A TO 992B",1.3844716847717873,103.8822399963127,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
H3DL,"BLK 998A TO 998B,999A TO 999B",1.3850735040392592,103.88012819207711,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
H4,BLK 22 HAVELOCK RD,1.288093896932111,103.82937140536818,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
H42A,"BLK 644,645,652,655 HOUGANG AVENUE 8",1.3726635071200903,103.88217829311445,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
H6,BLK 77/79 GANGES AVENUE,1.29136966413203,103.8289835868925,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
H6M,BLK 78A INDUS RD,1.2912253507738878,103.82792322321062,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
H8,BLKS 4-8 TAMAN HO SWEE,1.2877269654910442,103.83092213801497,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
H87L,BLK 950 TO 976 HOUGANG AVE 9 /STREET 91,1.3784968024576356,103.87859616392002,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0.00,N
H93L,"BLK 978C TO 981D, 982, 987A TO 988C BUANKOK CRESCENT/GREEN",1.3798003264431433,103.88071730074289,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
JBM,BLK 134A JALAN BUKIT MERAH,1.2792629708630556,103.82718857877008,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.90,N
JBM2,BLK 113A JLN BUKIT MERAH,1.2802444113188276,103.8252796242052,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JB1,"BLK 3-5,7,8,4A JALAN BATU",1.302401825492274,103.88278658416148,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.50,N
JB2,BLK 10-11 JALAN BATU,1.3016276066884147,103.88299671364999,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",1.300525040230381,103.88428841321075,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.00,N
JB4,"BLK 1,2,9 KAMPONG KAYU",1.3034832207354379,103.88316883050382,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
JCM,BLK 2 JOO CHIAT RD,1.3152529513564701,103.89885600323052,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,1.90,N
JCML,BLK 2 JOO CHIAT RD,1.3151550769653089,103.8986345782359,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.00,N
JKM,BLK 8A JALAN KUKOH MSCP,1.2872568479780275,103.83897315415314,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.98,N
JKS,BLK 1 JALAN KUKOH CAR PARK,1.288164623459074,103.83964039101394,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
JMB1,BLK 117A JALAN MEMBINA,1.2819348922298388,103.82701754725305,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JMB2,BLK 18A JALAN MEMBINA,1.2851351442786731,103.8267956000755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JMB3,BLK 26 JALAN MEMBINA,1.2825962910752642,103.8255985280811,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JMS,BLK 4/5/6 JALAN MINYAK CAR PARK,1.2880511267041024,103.83880528241875,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.00,N
JM1,BLK 517B JURONG WEST STREET 52,1.3450705393275175,103.72065037678253,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM10,BLK 648 JURONG WEST ST 61,1.3389486784923128,103.69728745900903,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM11,BLK 686 JURONG WEST CENTRAL 1,1.3417967899714978,103.70414895637855,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
JM12,BLK 624A JURONG WEST STREET 61,1.3411209710444365,103.69843639350871,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM13,BLK 601A JURONG WEST STREET 62,1.3394709470052701,103.69974492611514,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,19,2.15,N
JM14,BLK 635A JURONG WEST STREET 65,1.342400674377113,103.69876959218979,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM15,BLK 617A JURONG WEST STREET 65,1.3408888288394545,103.70008243365508,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM16,BLK 659 JURONG WEST ST 65,1.3372155636603182,103.70212302793485,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM17,BLK 660 JURONG WEST ST 64,1.335313825451302,103.70408612809914,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM18,BLK 629A JURONG WEST ST 65,1.3429966284896666,103.69952925533713,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM19,BLK 273 JURONG WEST AVENUE 3,1.351973692062514,103.7028211437118,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM2,BLK 682 JURONG WEST CENTRAL 1,1.3439355403155548,103.70496360394917,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM20,BLK 657 JURONG WEST STREET 65,1.3353770862050354,103.70095646554981,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
JM21,BLK 651 JURONG WEST STREET 61,1.337074566706119,103.69717792676818,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM22,BLK 674 JURONG WEST STREET 65,1.3447485419675698,103.70259174815797,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM23,BLK 276 JURONG WEST STREET 25,1.353562688433662,103.703787405644,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM24,BLK 655 JURONG WEST STREET 61,1.3352874843035507,103.69805983031736,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM25,BLK 673 JURONG WEST ST 65,1.3443036800399317,103.70062818236656,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM26,BLK 675 JURONG WEST ST 64,1.345572547207182,103.70313374298358,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
JM27,BLK 676 JURONG WEST ST 64,1.3463047673601203,103.70458446329312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
JM28,BLK 990 JURONG WEST ST 93,1.33532722240945,103.69568781607877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.10,N
JM29,BLK 986 JURONG WEST ST 93,1.3370050641486007,103.69450453965243,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.10,N
JM3,BLK 679 JURONG WEST CENTRAL 1,1.3445890471540412,103.7060668364871,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JM30,BLK 271 JURONG WEST ST 24,1.3504991263574488,103.70388481388862,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
JM31,BLK 638A JURONG WEST ST 61,1.3420266515848431,103.69755932923375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
JM32,697 JURONG WEST CTRL 3,1.3415999342718807,103.70808085404205,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N
JM4,BLK 684 JURONG WEST ST 64,1.3444418938574263,103.70391272028856,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM5,BLK 664 JURONG WEST ST 64,1.3394851242121102,103.70314264442648,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM6,BLK 663 JURONG WEST ST 65,1.3392138572978476,103.70176502840748,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
JM7,BLK 669 JURONG WEST ST 64,1.342485928006727,103.70300645678557,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.10,N
JM8,BLK 667 JURONG WEST ST 65,1.3413442507193378,103.70150259793448,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.10,N
JM9,BLK 650 JURONG WEST ST 61,1.338659212090341,103.69681787145721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JRM,BLK 814 JELLICOE ROAD,1.3071670198992562,103.86185417499212,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JRTM,BLK 37A JALAN RUMAH TINGGI,1.2893587269753017,103.81032768986444,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
JSA1,BLK 499 JURONG WEST ST 41,1.3484178517821162,103.72521288102078,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
JS3L,BLK 624A JURONG WEST ST 61 (SERVICE ROAD),1.3425803738080326,103.69924381962235,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.50,N
JS4L,BLK 337 TAH CHING RD,1.337699472244186,103.72161840392612,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
JS5L,BLK 647A JURONG WEST ST 61,1.3391824591054653,103.69692152964437,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.50,N
J1,BLK 101/107 JURONG EAST ST 13,1.3364297229134343,103.73809826514399,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,5.40,N
J10,BLK 246/249 JURONG EAST ST 24,1.3420166824734463,103.74009365443055,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J11,BLK 250/251 JURONG EAST ST 24,1.3429196669451537,103.73993765550033,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.00,N
J12,BLK 252/254 JURONG EAST ST 24,1.343362925276388,103.738260905311,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J13,BLK 253 JURONG EAST ST 24,1.3435406873997184,103.73692014627501,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J14,BLK 256/258 JURONG EAST ST 24,1.3440938400679208,103.73907981531556,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J15,BLK 259/264 JURONG EAST ST 24,1.3440418112882941,103.74141793961762,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J16,BLK 301/304 JURONG EAST ST 32,1.3444010818375567,103.73564333470668,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J17,BLK 305/306 JURONG EAST ST 32,1.3456690798460311,103.73547342856531,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J18,BLK 307/308 JURONG EAST ST 32,1.3468907567288715,103.73484507216494,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J19,BLK 309/310 JURONG EAST ST 32,1.3479257920260928,103.73395663150133,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,9.99,N
J2,BLK 108/110 JURONG EAST ST 13,1.3386077600004411,103.73677131352437,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J20,BLK 311/316 JURONG EAST ST 32,1.3462038380151848,103.73247644634046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J21,BLK 317/328 JURONG EAST STREET 31,1.3490641296056345,103.72986944794981,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
J21A,BLK 318A JURONG EAST AVE 1,1.347450718228742,103.7310230208162,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.00,N
J22,BLK 329/333 JURONG EAST AVENUE 1,1.3513203519971149,103.7301985030291,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
J23,BLK 334/341 JURONG EAST AVENUE 1,1.3500283203099153,103.73201589833651,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.50,N
J23M,BLK 372A JURONG EAST ST 32,1.3490191908456135,103.73213323917892,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
J24,BLK 342/346 JURONG EAST STREET 31,1.3457325558125939,103.73106093441035,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J25,BLK 347/350 JURONG EAST AVE 1,1.3448639686520996,103.73164563193464,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J26,BLK 351/353 JURONG EAST STREET 31,1.3449218597589188,103.73059682433131,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
J27,BLK 521/524 JURONG WEST STREET 52,1.3468873357936137,103.71666938291034,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J28,BLK 525/527 JURONG WEST STREET 52,1.3475766209296056,103.71649813216095,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
J29,BLK 528/534 JURONG WEST STREET 52,1.3486261611752683,103.71691832637025,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.50,N
